Date,Open,High,Low,Close,Adj Close,Volume
1990-04-30,15.080000,15.080000,15.080000,15.080000,12.801530,0
1990-05-01,15.090000,15.090000,15.090000,15.090000,12.810019,0
1990-05-02,15.100000,15.100000,15.100000,15.100000,12.818507,0
1990-05-03,15.120000,15.120000,15.120000,15.120000,12.835485,0
1990-05-04,15.130000,15.130000,15.130000,15.130000,12.843975,0
1990-05-07,15.170000,15.170000,15.170000,15.170000,12.877930,0
1990-05-08,15.170000,15.170000,15.170000,15.170000,12.877930,0
1990-05-09,15.190000,15.190000,15.190000,15.190000,12.894910,0
1990-05-10,15.210000,15.210000,15.210000,15.210000,12.911890,0
1990-05-11,15.270000,15.270000,15.270000,15.270000,12.962822,0
1990-05-14,15.320000,15.320000,15.320000,15.320000,13.005268,0
1990-05-15,15.320000,15.320000,15.320000,15.320000,13.005268,0
1990-05-16,15.340000,15.340000,15.340000,15.340000,13.022248,0
1990-05-17,15.400000,15.400000,15.400000,15.400000,13.073179,0
1990-05-18,15.410000,15.410000,15.410000,15.410000,13.081671,0
1990-05-21,15.460000,15.460000,15.460000,15.460000,13.124115,0
1990-05-22,15.500000,15.500000,15.500000,15.500000,13.158072,0
1990-05-23,15.530000,15.530000,15.530000,15.530000,13.183538,0
1990-05-24,15.540000,15.540000,15.540000,15.540000,13.192028,0
1990-05-25,15.500000,15.500000,15.500000,15.500000,13.158072,0
1990-05-29,15.560000,15.560000,15.560000,15.560000,13.209005,0
1990-05-30,15.610000,15.610000,15.610000,15.610000,13.251451,0
1990-05-31,15.620000,15.620000,15.620000,15.620000,13.259942,0
1990-06-01,15.680000,15.680000,15.680000,15.680000,13.310876,0
1990-06-04,15.710000,15.710000,15.710000,15.710000,13.336342,0
1990-06-05,15.720000,15.720000,15.720000,15.720000,13.344830,0
1990-06-06,15.730000,15.730000,15.730000,15.730000,13.353320,0
1990-06-07,15.710000,15.710000,15.710000,15.710000,13.336342,0
1990-06-08,15.640000,15.640000,15.640000,15.640000,13.276918,0
1990-06-11,15.660000,15.660000,15.660000,15.660000,13.293896,0
1990-06-12,15.720000,15.720000,15.720000,15.720000,13.344830,0
1990-06-13,15.740000,15.740000,15.740000,15.740000,13.361807,0
1990-06-14,15.740000,15.740000,15.740000,15.740000,13.361807,0
1990-06-15,15.760000,15.760000,15.760000,15.760000,13.378786,0
1990-06-18,15.660000,15.660000,15.660000,15.660000,13.293896,0
1990-06-19,15.650000,15.650000,15.650000,15.650000,13.285408,0
1990-06-20,15.640000,15.640000,15.640000,15.640000,13.276918,0
1990-06-21,15.650000,15.650000,15.650000,15.650000,13.285408,0
1990-06-22,15.670000,15.670000,15.670000,15.670000,13.302385,0
1990-06-25,15.630000,15.630000,15.630000,15.630000,13.268430,0
1990-06-26,15.640000,15.640000,15.640000,15.640000,13.276918,0
1990-06-27,15.660000,15.660000,15.660000,15.660000,13.293896,0
1990-06-28,15.710000,15.710000,15.710000,15.710000,13.336342,0
1990-06-29,15.770000,15.770000,15.770000,15.770000,13.387274,0
1990-07-02,15.770000,15.770000,15.770000,15.770000,13.387274,0
1990-07-03,15.750000,15.750000,15.750000,15.750000,13.370299,0
1990-07-05,15.700000,15.700000,15.700000,15.700000,13.327853,0
